CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
81.243.735/0001-48;POSITIVO TECNOLOGIA S.A.;POSITIVO INFORMATICA SA;2006-12-06;1972-01-01;;;ATIVO;2006-12-06;20362;Comunicação e Informática;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2006-12-06;PRIVADO;SEDE;Rua João Bettega, 5200;Não aplicável;Cidade Industrial;CURITIBA;PR;BRASIL;81350000;041;33167887;41;33167810;ri@positivo.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FABIO TRIERWEILER FAIGLE;2025-01-01;Rua João Bettega, 5200;Departamento de RI;CIC;CURITIBA;;;81310000;41;32397887;;;ri@positivo.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
08.574.411/0001-00;PRÁTICA PRODUTOS S.A.;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;2018-09-27;2006-12-20;;;ATIVO;2018-09-27;24546;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;BOLSA;Categoria A;2018-09-27;FASE OPERACIONAL;2018-05-02;PRIVADO;SEDE;Rodovia BR 459 - km 101;s/nº;Ipiranga;POUSO ALEGRE;MG;BRASIL;37556140;35;34491200;35;34491200;dri@praticabr.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;André Luiz Rosa Rezende;2018-04-27;Rodovia BR 459 - km 101;s/nº, Galpão 04;Loteamento Ipiranga;POUSO ALEGRE;MG;;37556140;35;34491200;;;dri@praticabr.com;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
18.593.815/0001-97;PRINER SERVIÇOS INDUSTRIAIS S.A.;PRINER SERVIÇOS INDUSTRIAIS S.A.;2017-10-02;2013-07-12;;;ATIVO;2017-10-02;24236;Construção Civil, Mat. Constr. e Decoração;BALCÃO ORGANIZADO;Categoria A;2017-10-02;FASE OPERACIONAL;2017-05-15;PRIVADO;SEDE;Avenida das Américas, nº 3.434;Bl 06, 601 a 608;Barra da Tijuca;RIO DE JANEIRO;RJ;BRASIL;22640102;21;35443100;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;TARYN CHEROBIM BASILIO SILVESTRE;2026-01-12;AVENIDA DAS AMÉRICAS, 3.434;BLOCO 6, 6º ANDAR;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;;22640102;21;35443100;0;0;ri@priner.com.br;07.326.840/0001-98;FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
18.593.815/0001-97;PRINER SERVIÇOS INDUSTRIAIS S.A.;PRINER SERVIÇOS INDUSTRIAIS S.A.;2017-10-02;2013-07-12;;;ATIVO;2017-10-02;24236;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2017-10-02;FASE OPERACIONAL;2017-05-15;PRIVADO;SEDE;Avenida das Américas, nº 3.434;Bl 06, 601 a 608;Barra da Tijuca;RIO DE JANEIRO;RJ;BRASIL;22640102;21;35443100;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;TARYN CHEROBIM BASILIO SILVESTRE;2026-01-12;AVENIDA DAS AMÉRICAS, 3.434;BLOCO 6, 6º ANDAR;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;;22640102;21;35443100;0;0;ri@priner.com.br;07.326.840/0001-98;FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
08.926.302/0001-05;PRIO FORTE S.A.;PRIO FORTE S.A.;2024-12-19;2007-06-27;;;ATIVO;2024-12-19;27740;Petróleo e Gás;;Categoria B;2024-12-19;FASE OPERACIONAL;2024-10-22;PRIVADO;SEDE;Praia de Botafogo, 370;13º pavimento;Botafogo;RIO DE JANEIRO;RJ;BRASIL;22250040;21;37213892;21;21964546;ri@prio3.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Roberto Bernardes Monteiro;2023-01-04;Praia de Botafogo, 370;13º andar (parte);Botafogo;RIO DE JANEIRO;RJ;;22250040;21;37213892;;;ri@prio3.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
10.629.105/0001-68;PRIO S.A.;PETRO RIO S.A.;2010-10-21;2008-10-13;;;ATIVO;2010-10-21;22187;Petróleo e Gás;BOLSA;Categoria A;2010-10-21;FASE OPERACIONAL;2014-03-31;PRIVADO HOLDING;SEDE;Praia de Botafogo, 370;13º pavimento;Botafogo;RIO DE JANEIRO;RJ;BRASIL;22250040;21;37213800;21;37213892;ri@prio3.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Roberto Bernardes Monteiro;2020-11-10;Praia de Botafogo, 370;13º pavimento;Botafogo;RIO DE JANEIRO;RJ;;22250040;21;37213800;;;ri@prio3.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
02.291.077/0001-93;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;PROMAN;2002-02-07;1997-12-10;;;ATIVO;2002-02-07;19232;Energia Elétrica;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;2002-02-07;PRIVADO;SEDE;Rua Jardim Botânico, 674;sala 316;Jardim Botânico;RIO DE JANEIRO;RJ;BRASIL;22461000;21;24905340;21;24905340;dri_proman@promanmt.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;NANCI TURIBIO GUIMARÃES;2006-06-20;Rua jardim botanico, 674;sala 316;recreio;RIO DE JANEIRO;RJ;;22461000;21;988683168;;;dri_proman@promanmt.com.br;23.854.307/0001-55;MCS MARKUP AUDITORES INDEPENDENTES S/S LTDA
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PROFARMA;2006-10-24;1961-01-01;;;ATIVO;2006-10-24;20346;Comércio (Atacado e Varejo);BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2006-10-24;PRIVADO HOLDING;SEDE;Avenida José Silva de Azevedo Neto;Bloco P, Sala 301;Barra da Tijuca;RIO DE JANEIRO;RJ;BRASIL;22775056;21;40090200;21;24913906;ri@profarma.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Maximiliano Guimarães Fischer;2006-07-28;Avenida Ayrton Senna, 2150;Bloco P - 3 andar;Barra da Tijuca;RIO DE JANEIRO;RJ;;22775900;21;40090276;;;ri@profarma.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
02.382.073/0001-10;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;PROLAGOS S.A;2014-08-11;1998-02-02;;;ATIVO;2014-08-11;23469;Saneamento, Serv. Água e Gás;BALCÃO ORGANIZADO;Categoria B;2014-08-11;FASE OPERACIONAL;2014-06-03;PRIVADO;SEDE;Rodovia Amaral Peixoto, s/n, km 107, qd 20, Lote 09;s/n;Balneário São Pedro;SÃO PEDRO DA ALDEIA;RJ;BRASIL;28948834;22;26215000;11;38188166;dri@aegea.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;André Pires de Oliveira Dias;2020-11-10;Av Brigadeiro Faria Lima, nº 1.663 - Ed. Plaza São Lourenço;1º andar, sl 1;Jardim Paulistano;SÃO PAULO;SP;;1452001;11;38188150;;;dri@aegea.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
02.992.449/0001-09;PROMPT PARTICIPAÇÕES S.A.;PROMPT PARTICIPAÇÕES S/A;1999-06-18;1998-11-20;;;ATIVO;1999-06-18;18333;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2010-01-01;FASE OPERACIONAL;1999-06-18;PRIVADO HOLDING;SEDE;AV. PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;RIO DE JANEIRO;RJ;BRASIL;20020010;21;38043700;21;38043480;gar@opportunity.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Maria Amalia Delfim de Melo Coutrim;2026-05-06;Av. Presidente Antônio Carlos;51;Centro;RIO DE JANEIRO;RJ;;20020010;21;38043700;;;gar@opportunity.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
11.992.680/0001-93;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2011-06-17;2010-02-12;;;ATIVO;2011-06-17;22497;Seguradoras e Corretoras;BOLSA;Categoria A;2011-06-17;FASE OPERACIONAL;2011-06-17;PRIVADO;SEDE;Avenida Paulista, 1106;12º andar - parte;Bela Vista;SÃO PAULO;SP;BRASIL;1311000;11;31913829;011;31914049;ri@qualicorp.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Eder da Silva Grande;2024-10-01;Avenida Paulista, 1106;12o andar, parte;Bela Vista;SÃO PAULO;;;1311000;11;31914011;;;ri@qualicorp.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
35.791.391/0001-94;QUALITY SOFTWARE S.A.;QUALITY SOFWARE S.A.;2013-12-03;1989-09-06;;;ATIVO;2013-12-03;23302;Emp. Adm. Part. - Comunicação e Informática;BOLSA;Categoria A;2013-12-03;FASE OPERACIONAL;2013-12-05;PRIVADO;SEDE;Av. Oscar Niemeyer, 2000;4 andar;Centro;RIO DE JANEIRO;RJ;BRASIL;20220297;21;31473000;21;31473049;ri@quality.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Rodrigo de Oliveira Torres;2018-05-17;Rua Professor Manuel Ferreira, 122;apto 102;Gávea;RIO DE JANEIRO;RJ;;22451030;21;31473000;;;rodrigo.torres@quality.com.br;40.262.602/0001-31;BKR - LOPES, MACHADO AUDITORES
28.367.479/0001-18;QUANTUM PARTICIPAÇÕES S.A;QUANTUM PARTICIPAÇÕES S.A;2025-07-15;2017-08-08;;;ATIVO;2025-07-15;27855;Emp. Adm. Part. - Energia Elétrica;;Categoria B;2025-07-15;FASE OPERACIONAL;2025-05-14;PRIVADO;SEDE;Rua Dr. Renato Paes de Barros, nº 955,;C: 52, 102, 111,112;Itaim Bibi;SÃO PAULO;SP;BRASIL;4530001;11;25402550;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;Daniel Araujo do Pinho;2025-05-09;Rua Dr. Renato Paes de Barros, nº 955;C: 52, 102, 111, 112;Itaim Bibi;SÃO PAULO;SP;;4530001;11;25402500;;;dri@quantumbrt.com;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
52.475.549/0001-36;R/HOLDINGS S.A.;R/HOLDINGS S.A.;2024-10-23;2023-08-24;;;ATIVO;2024-10-23;27685;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2025-10-09;FASE PRÉ-OPERACIONAL;2024-07-04;PRIVADO;SEDE;Avenida Brigadeiro Faria Lima, nº 2.369;8° andar, 807 a 815;Jardim Paulistano;SÃO PAULO;SP;BRASIL;1452922;11;59904678;;;leonardo.donato@revee.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Lucas Dias Trevisan;2026-03-24;Avenida Brigadeiro Faria Lima, 2.277;Conj. 1702;Jardim Paulistano;SÃO PAULO;;;1452000;11;35046888;;;ri@revee.com.br;54.080.721/0001-88;CLA - CLIFTON LARSON ALLEN BRASIL AUDITORES INDEPENDENTES S/S LTDA
61.585.865/0001-51;RAIA DROGASIL S.A.;DROGASIL SA;1977-07-20;1935-03-28;;;ATIVO;1977-07-20;5258;Comércio (Atacado e Varejo);BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;Av. Corifeu de Azevedo Marques, 3.097;-;Butantã;SÃO PAULO;SP;BRASIL;5339900;11;37695678;11;37695787;ri@rdsaude.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Flávio de Moraes Correia;2024-05-10;Av. Corifeu de Azevedo Marques, 3.097;;Butantã;SÃO PAULO;;;5339900;11;37695601;;;ri@rdsaude.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
61.585.865/0001-51;RAIA DROGASIL S.A.;DROGASIL SA;1977-07-20;1935-03-28;;;ATIVO;1977-07-20;5258;Comércio (Atacado e Varejo);BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;Av. Corifeu de Azevedo Marques, 3.097;-;Butantã;SÃO PAULO;SP;BRASIL;5339900;11;37695678;11;37695787;ri@rdsaude.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Flávio de Moraes Correia;2024-05-10;Av. Corifeu de Azevedo Marques, 3.097;;Butantã;SÃO PAULO;;;5339900;11;37695601;;;ri@rdsaude.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
08.070.508/0001-78;RAÍZEN ENERGIA S.A.;;2013-10-21;2000-11-16;;;ATIVO;2013-10-21;23230;Agricultura (Açúcar, Álcool e Cana);BALCÃO ORGANIZADO;Categoria B;2013-10-21;FASE OPERACIONAL;2013-06-18;PRIVADO;SEDE;Avenida Brigadeiro Faria Lima, nº 4.100;11º andar, parte V;Itaim Bibi;SÃO PAULO;SP;BRASIL;4538132;11;23446200;11;23446305;depart.ri@raizen.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Lorival Nogueira Luz Junior;2025-12-01;Avenida Brigadeiro Faria Lima, n.º 4.100;12º andar;Itaim Bibi;SÃO PAULO;SP;;4538132;11;45171545;;;depart.ri@raizen.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
33.453.598/0001-23;RAÍZEN S.A.;RAÍZEN S.A.;2021-05-28;1961-08-11;;;ATIVO;2021-05-28;25917;Comércio (Atacado e Varejo);;Categoria A;2021-05-28;FASE OPERACIONAL;2021-03-16;PRIVADO;SEDE;Avenida Afonso Arinos de Melo Franco, 222;Sala 321;Barra da Tijuca;RIO DE JANEIRO;RJ;BRASIL;22631455;11;45171545;;;depart.ri@raizen.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Lorival Nogueira Luz Junior;2025-12-01;Avenida Brigadeiro Faria Lima, n.º 4.100;12º andar;Itaim Bibi;;SP;;4538132;11;45171545;;;depart.ri@raizen.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
89.086.144/0001-16;RANDONCORP S.A.;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;1993-02-05;1992-09-16;;;ATIVO;1993-02-05;14109;Máquinas, Equipamentos, Veículos e Peças;BALCÃO NÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1993-02-05;PRIVADO;SEDE;Av. Abramo Randon, 770;;Interlagos;CAXIAS DO SUL;RS;BRASIL;95055010;54;32092000;54;32092566;ri@randoncorp.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Paulo Prignolato;2019-05-08;Av. Abramo Randon, 770;;Interlagos;CAXIAS DO SUL;RS;;95055010;54;32392000;;;ri@randoncorp.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
89.086.144/0001-16;RANDONCORP S.A.;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;1993-02-05;1992-09-16;;;ATIVO;1993-02-05;14109;Máquinas, Equipamentos, Veículos e Peças;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1993-02-05;PRIVADO;SEDE;Av. Abramo Randon, 770;;Interlagos;CAXIAS DO SUL;RS;BRASIL;95055010;54;32092000;54;32092566;ri@randoncorp.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Paulo Prignolato;2019-05-08;Av. Abramo Randon, 770;;Interlagos;CAXIAS DO SUL;RS;;95055010;54;32392000;;;ri@randoncorp.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
91.333.666/0001-17;RECRUSUL SA;RECRUSUL;1985-12-20;1954-05-31;;;ATIVO;1985-12-20;12572;Máquinas, Equipamentos, Veículos e Peças;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2008-12-22;PRIVADO;SEDE;Av. das Indústrias, 972;Não possui;Anchieta;PORTO ALEGRE;RS;BRASIL;90200290;51;39860200;;;ri.recrusul@gmail.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;LUIZ ALCEMAR BAUMART;2020-05-01;Av. Luiz Pasteur, 1020;Não possui;Três Portos;SAPUCAIA DO SUL;RS;;93212360;51;39860200;;;ri.recrusul@gmail.com;21.106.824/0001-10;CARRARO & ASSOCIADOS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;REDE D'OR SÃO LUIZ S.A.;2019-10-21;2011-10-31;;;ATIVO;2019-10-21;24821;Serviços Médicos;BOLSA;Categoria A;2020-12-08;FASE OPERACIONAL;2019-06-03;PRIVADO;SEDE;Rua Francisco Marengo, nº 1.312;;Tatuapé;SÃO PAULO;SP;BRASIL;3313000;21;32394700;21;32394700;otavio.lazcano@rededor.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;OTÁVIO DE GARCIA LAZCANO;2019-04-02;Rua Voluntários da Pátria, 138;sobreloja;Botafogo;RIO DE JANEIRO;RJ;;22270010;21;32394700;;;otavio.lazcano@rededor.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
61.584.140/0001-49;REDE ENERGIA PARTICIPAÇÕES S.A.;REDE ENERGIA PARTICIPAÇÕES S.A.;1969-10-16;1929-01-02;;;ATIVO;1969-10-16;3190;Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2017-04-28;PRIVADO;SEDE;Praça Rui Barbosa;nº 80;Centro;CATAGUASES;MG;BRASIL;36770901;32;34296226;32;34296317;ri@energisa.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Maurício Perez Botelho;2014-04-11;Praia de Botafogo, n.º 228/13º andar;Ed. Argentina;Botafogo;RIO DE JANEIRO;RJ;;22250906;21;21229521;;;ri@energisa.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
33.412.081/0001-96;REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A. - EM RECUPERAÇÃO JUDICIAL;REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A;1970-05-14;1946-02-01;;;ATIVO;1970-05-14;9989;Petróleo e Gás;BOLSA;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2013-01-17;PRIVADO;SEDE;Avenida Brasil, 3.141;;Benfica;RIO DE JANEIRO;RJ;BRASIL;20930041;21;36135500;21;36135500;ri@refit.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Paulo Henrique Oliveira de Menezes;2020-05-18;Avenida Brasil, 3141;;Benfica;RIO DE JANEIRO;RJ;;20930041;21;36135530;;;ri@refit.com.br;04.310.873/0001-51;ANEND AUDITORES INDEPENDENTES
10.319.900/0001-50;REGENERA RIO S.A.;REGENERA RIO S.A.;2022-08-25;2008-08-08;;;ATIVO;2022-08-25;26921;Saneamento, Serv. Água e Gás;;Categoria B;2022-05-04;FASE OPERACIONAL;2022-05-04;PRIVADO;SEDE;Avenida Brigadeiro Faria Lima n° 1663;1 andar, sl01;Jardim Paulistano;SÃO PAULO;SP;BRASIL;1452001;11;38188150;;;dri@aegea.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;André Pires de Oliveira Dias;2025-12-11;Avenida Brigadeiro Faria Lima, n° 1663;1 andar, sl 01;Jardim Paulistano;SÃO PAULO;SP;;1452001;11;38188150;;;dri@aegea.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
08.534.605/0001-74;RENOVA ENERGIA S.A.;RENOVA ENERGIA S/A;2008-08-20;2006-12-06;;;ATIVO;2008-08-20;21636;Energia Elétrica;BOLSA;Categoria A;2010-03-19;FASE OPERACIONAL;2025-02-13;PRIVADO;SEDE;Avenida das Nações Unidas, nº 10.989;conjunto 82;Vila Olimpia;SÃO PAULO;SP;BRASIL;4578000;11;35091100;11;35091100;;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOÃO ANTONIO RODRIGUES DA CUNHA;2025-12-01;AV. DAS NAÇÕES UNIDAS, 10989;CJ. 82;VILA OLÍMPIA;SÃO PAULO;SP;;4578000;11;35091100;0;0;ri@renovaenergia.com.br;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES LTDA.
52.810.883/0001-07;REVEE MCO S.A.;REVEE MCO S.A.;2024-07-18;2023-11-07;;;ATIVO;2024-07-18;27561;Emp. Adm. Part. - Intermediação Financeira;;Categoria A;2025-02-06;FASE PRÉ-OPERACIONAL;2024-04-08;PRIVADO HOLDING;SEDE;Avenida Brigadeiro Faria Lima, n. 2.369;Unidades 807 a 815;Jardim Paulistano;SÃO PAULO;SP;BRASIL;1452922;11;59904678;;;ri@revee.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Leonardo Falbo Donato;2026-01-07;Avenida Brigadeiro Faria Lima, 2.369;Unidades 807 a 815;Jardim Paulistano;SÃO PAULO;SP;;145292;11;35046888;;;ri@revee.com.br;54.080.721/0001-88;CLA - CLIFTON LARSON ALLEN BRASIL AUDITORES INDEPENDENTES S/S LTDA
52.841.191/0001-18;REVEE S.A.;REVEE S.A.;2024-09-25;2023-10-20;;;ATIVO;2024-09-25;27650;Emp. Adm. Part. - Brinquedos e Lazer;;Categoria A;2025-01-14;FASE PRÉ-OPERACIONAL;2024-06-13;PRIVADO;SEDE;Avenida Brigadeiro Faria Lima, nº 2092;Cj 132, 13º Andar;Jardim Paulistano;SÃO PAULO;SP;BRASIL;1451905;11;35046888;;;ri@revee.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Leonardo Falbo Donato;2025-12-30;Av. Brigadeiro Faria Lima 2092;cj 132, lado A;Jardim Paulistano;SÃO PAULO;SP;;1452905;11;35046888;;;ri@revee.com.br;54.080.721/0001-88;CLA - CLIFTON LARSON ALLEN BRASIL AUDITORES INDEPENDENTES S/S LTDA
02.016.440/0001-62;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A.;1997-10-13;1997-07-28;;;ATIVO;1997-10-13;16527;Energia Elétrica;;Categoria B;2010-01-01;FASE OPERACIONAL;1997-10-13;PRIVADO;SEDE;Avenida São Borja, nº 2.801;;Bairro Fazenda;SÃO LEOPOLDO;RS;BRASIL;93032525;19;37566083;;;ri@cpfl.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Kedi Wang;2025-05-15;Rua Jorge de Figueiredo Corrêa,1632;Parte;Jd. Prof° Tarcília;CAMPINAS;SP;;13087397;19;37568458;;;ri@cpfl.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
38.199.406/0001-18;RIO ALTO ENERGIAS RENOVÁVEIS S.A. - EM RECUPERAÇÃO JUDICIAL;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;2021-04-26;2020-08-05;;;ATIVO;2024-02-26;25720;Energia Elétrica;;Categoria A;2021-04-26;EM RECUPERAÇÃO EXTRAJUDICIAL;2025-07-14;PRIVADO;SEDE;Avenida Presidente Juscelino Kubitschek, nº 1.600;14º andar,cj.142;Vila Nova Conceição;SÃO PAULO;SP;BRASIL;4543000;011;35460900;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;Rafael Sanchez Brandão;2021-01-12;Rua Joaquim Floriano, 960, conjunto 91;9º andar;Itaim Bibi;SÃO PAULO;SP;;4534004;11;35460900;;;rafael@gruporioalto.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
23.096.269/0001-19;RIO PARANA ENERGIA S.A.;RIO PARANA ENERGIA S.A.;2021-03-02;2015-06-26;;;ATIVO;2021-03-02;25623;Energia Elétrica;;Categoria B;2021-03-02;FASE OPERACIONAL;2020-10-23;PRIVADO;SEDE;Rua Funchal, nº 418;4º andar - ETowers;Vila Olímpia;SÃO PAULO;SP;BRASIL;4551060;11;55013426;;;br_diretorri@ctgbr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Rodrigo Egreja;2025-04-30;Rua Funchal, 418;3º andar;Vila Olímpia;SÃO PAULO;;;4551060;11;950343057;;;br_diretorri@ctgbr.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
02.998.301/0001-81;RIO PARANAPANEMA ENERGIA SA;DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA;1999-07-14;1999-02-04;;;ATIVO;1999-07-14;18368;Energia Elétrica;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1999-07-14;PRIVADO;SEDE;Rua Funchal, 418;2º andar;Vila Olimpia;SÃO PAULO;SP;BRASIL;4551060;11;55013426;11;55013573;br_diretorri@ctgbr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;SILVIO ALEXANDRE SCUCUGLIA DA SILVA;2022-07-19;Rua Funchal, 418;2º andar;Vila Olimpia;SÃO PAULO;SP;;4551060;11;56323200;;;br_diretorri@ctgbr.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
02.998.301/0001-81;RIO PARANAPANEMA ENERGIA SA;DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA;1999-07-14;1999-02-04;;;ATIVO;1999-07-14;18368;Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1999-07-14;PRIVADO;SEDE;Rua Funchal, 418;2º andar;Vila Olimpia;SÃO PAULO;SP;BRASIL;4551060;11;55013426;11;55013573;br_diretorri@ctgbr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;SILVIO ALEXANDRE SCUCUGLIA DA SILVA;2022-07-19;Rua Funchal, 418;2º andar;Vila Olimpia;SÃO PAULO;SP;;4551060;11;56323200;;;br_diretorri@ctgbr.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
